7984,434147
7969,442307
7969,442049
7969,442050
7969,442306
7969,442305
7969,442049
7969,442051
7969,442049
7969,442049
7969,442049
7969,442049
7969,442049
7969,442305
7969,442306
7969,442307
7969,442049
7969,442049
7969,442049
7969,442305
7969,442049
7969,442050
7969,442051
7969,442050
7969,442307
7969,442305
7969,442305
7969,442049
7969,442050
7969,442051
7969,442049
7969,442049
7969,442049
7969,442049
7969,442305
7969,442305
7969,442306
7969,442305
7969,442049
7969,442050
7969,442049
7969,442051
7969,442049
7969,442305
7904,442178
7890,442339
7887,434113
7887,433857
7874,458435
7874,458432
7871,966593
7842,442081
7825,440001
7822,409281
7822,409539
7822,409281
7792,441536
7719,440513
7710,433601
7676,507845
7676,507585
7675,405186
7675,405441
7447,310977
7415,507841
7398,310849
7349,306881
6611,966346
6611,442058
6436,433866
6434,1482435
6412,1228481
6318,442061
6247,1556162
5940,442073
